id,ulasan,ulasan_normalized,ulasan_clean,rating,word_count,menjadi_kosong,catatan_pemeriksa
2496,jangan keseringan update tapi gak ada perubahan pasti. gak jelas. bikin berat aplikasi.,jangan keseringan pembaruan tapi tidak ada perubahan pasti tidak jelas bikin berat aplikasi,jangan sering baru tidak ubah tidak jelas bikin berat aplikasi,1,13,False,
80297,Ntapss,mantap,mantap,5,1,False,
19448,bagus,bagus,bagus,5,1,False,
41332,"saya 2x order beda hari susahhhhhhh sekali dapat dtivernya emang tidak ada armada atau bagaimana, klo tidak ada armada mending jangan buka aplikasi yahhh, ini tadi barusan order ya 2x hampir 1 jam ga dapat driver juga aduhhhhhhh parahhh sih tolong ya diperbaiki lagiiiiiii !!!!!!",saya x order beda hari susah sekali dapat dtivernya memang tidak ada armada atau bagaimana kalau tidak ada armada mending jangan buka aplikasi ya ini tadi barusan order ya x hampir jam tidak dapat pengemudi juga aduh parah sih tolong ya diperbaiki lagi,x order beda hari susah sekali dtivernya memang tidak armada bagaimana kalau tidak armada mending jangan buka aplikasi tadi barusan order x hampir jam tidak pengemudi aduh parah sih baik,1,43,False,
14889,appp anjinggg lemot,ap anjing lemot,ap anjing lemot,1,3,False,
88637,Bagus sekali,bagus sekali,bagus sekali,5,2,False,
94893,Susah sekali menguhungi layanan bantuan. Mau batalkan order karena resto turup. Layanan jelek tidak membantu.,susah sekali menghubungi layanan bantuan mau batalkan order karena restoran tutup layanan jelek tidak membantu,susah sekali hubung layan bantu mau batal order restoran tutup layan jelek tidak bantu,1,15,False,
92732,"Admin ga balas keluhan,fitur transfer bug ga di balas"" Hdehh",admin tidak balas keluhan fitur transfer bug tidak di balas hdehh,admin tidak balas keluh fitur transfer bug tidak balas hdehh,1,11,False,
29131,mantap,mantap,mantap,5,1,False,
79023,Banyak promo,banyak promo,banyak promo,5,2,False,
84937,Sangat efisien dan memudahkan pelanggan,sangat efisien dan memudahkan pelanggan,sangat efisien mudah pelanggan,5,5,False,
16822,good,bagus,bagus,5,1,False,
36734,good aplication,bagus aplikasi,bagus aplikasi,5,2,False,
15603,"pengen nyari makanan dibawah 20rb, ongkirnya 17rb 🥲",ingin mencari makanan dibawah ribu ongkos kirimnya ribu kecewa,cari makan bawah ribu ongkos kirim ribu kecewa,3,9,False,
28534,"baik, sopan,tepat waktu",baik sopan tepat waktu,baik sopan tepat waktu,5,4,False,
69770,mantap,mantap,mantap,5,1,False,
11406,"saran ya buat gojek.. untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para driver yg udh lnjut usia atau gmn gtu caranya buat kslamatan driver dan jg penumpang, saya beberapa kali loh dapet yg udh tuaaaaaaa banget dan beliau2 itu kasian karna bawa mtornya aja udh ga bener , trus bberapa kali saya liat di jalan driver yg sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai2 jatuh ke got karna hilang keseimbangan dan katanya krna penyakitnya kmbuh, please",saran ya buat gojek untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para pengemudi yang sudah lnjut usia atau bagaimana begitu caranya buat kslamatan pengemudi dan juga penumpang saya beberapa kali loh dapat yang sudah tua banget dan beliau itu kasihan karena bawa mtornya aja sudah tidak benar terus bberapa kali saya liat di jalan pengemudi yang sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai jatuh ke got karena hilang keseimbangan dan katanya karena penyakitnya kmbuh tolong,saran buat gojek batas usia laku minimal kasih cek sehat buat pengemudi lnjut usia bagaimana cara buat kslamatan pengemudi penumpang beberapa kali loh tua banget beliau kasihan bawa mtornya aja tidak benar terus bberapa kali liat jalan pengemudi sangat umur jatuh jalan bahkan nabrak tembok jatuh got hilang imbang kata sakit kmbuh,4,84,False,
96853,Mantap gojek,mantap gojek,mantap gojek,5,2,False,
16131,lebih murah aplikasi sebelah,lebih murah aplikasi sebelah,lebih murah aplikasi sebelah,4,4,False,
19793,👍,bagus,bagus,4,1,False,
89578,Nunggu kelamaan datengnya...,menunggu kelamaan datangnya,tunggu lama datang,5,3,False,
40164,fitur untuk pesanan makanan yang masuk ke resto yang gak dibarengi driver yang pick up sangat merugikan. Baik bagi customers dan restoran. Bagaimana kalau makanan sudah dibuat tapi tidak ada driver yang bisa pick up? Bagaimana dengan customers yang sudah menunggu lama tapi asal dibatalkan dengan CS yang tidak menyelesaikan keluhan customers. Sangat tidak profesional.,fitur untuk pesanan makanan yang masuk ke restoran yang tidak dibarengi pengemudi yang pick up sangat merugikan baik bagi pelanggan dan restoran bagaimana kalau makanan sudah dibuat tapi tidak ada pengemudi yang bisa pick up bagaimana dengan pelanggan yang sudah menunggu lama tapi asal dibatalkan dengan layanan pelanggan yang tidak menyelesaikan keluhan pelanggan sangat tidak profesional,fitur pesan makan masuk restoran tidak bareng pengemudi pick up sangat rugi baik pelanggan restoran bagaimana kalau makan buat tidak pengemudi pick up bagaimana pelanggan tunggu lama asal batal layan pelanggan tidak selesai keluh pelanggan sangat tidak profesional,1,56,False,
31777,ok,oke,oke,5,1,False,
25331,sukses selalu,sukses selalu,sukses selalu,5,2,False,
79157,Buruk,buruk,buruk,1,1,False,
51686,Tetap maju,tetap maju,tetap maju,4,2,False,
75499,Senang lancar naik gojek,senang lancar naik gojek,senang lancar naik gojek,5,4,False,
4728,mantap,mantap,mantap,5,1,False,
85199,Sikap drivernya oke,sikap pengemudinya oke,sikap pengemudi oke,5,3,False,
35796,ok,oke,oke,5,1,False,
12257,"pencarian alamat online tidak tepat dengan titik koordinat atau driver nya yg kurang pengalaman . sudah bayar mahal mahal ,suruh jemput tempat tetangga beda blok. kimbek lah",pencarian alamat online tidak tepat dengan titik koordinat atau pengemudi nya yang kurang pengalaman sudah bayar mahal mahal suruh jemput tempat tetangga beda blok kimbek lah,cari alamat online tidak tepat titik koordinat pengemudi nya kurang pengalaman bayar mahal mahal suruh jemput tempat tetangga beda blok kimbek lah,1,26,False,
35719,"Klo cari gocar lama bngt 1 jam , dan aps nya sering eror",kalau cari gocar lama sangat jam dan aplikasi nya sering error,kalau cari gocar lama sangat jam aplikasi nya sering error,2,11,False,
70552,Gojek di KCIC katro satu jam order ga di kasih2,gojek di kcic katro satu jam order tidak di kasih,gojek kcic katro satu jam order tidak kasih,1,10,False,
54375,orange ramah menyenangkan,orang ramah menyenangkan,orang ramah senang,5,3,False,
39692,kelamaan order go food nunggu lama ga bisa di cancel giliran udah menit terakhir dicancel toko karena gaada driver,kelamaan order go food menunggu lama tidak bisa di batal giliran sudah menit terakhir dibatalkan toko karena tidak ada pengemudi,lama order go food tunggu lama tidak batal gilir menit akhir batal toko tidak pengemudi,2,20,False,
93703,Jossss,mantap,mantap,5,1,False,
73692,Good job,bagus pekerjaan,bagus kerja,5,2,False,
98071,"Gangguan jaringan nih, internet lancar, buka yutub lancar 4k, buka gofood malah ga ada gambar, ga jalan, ga respon aneh..",gangguan jaringan nih internet lancar buka yutub lancar k buka gofood malah tidak ada gambar tidak jalan tidak respons aneh,ganggu jaring nih internet lancar buka yutub lancar k buka gofood malah tidak gambar tidak jalan tidak respons aneh,2,20,False,
576,"ini gojek kenapa selalu nyari driver yg jauh si padahal driver disekitar kita tuh banyak, jadi buang buang waktu buat nunggu, dari sisi driver jg kasian jemput sampe 2km, ini IT pada bisa kerja ga sih? kalo di grab ga jauh drivernya, lebih baik grab efisiensi waktu dan harga jg lebih hemat grab",ini gojek kenapa selalu mencari pengemudi yang jauh si padahal pengemudi disekitar kita itu banyak jadi buang buang waktu buat menunggu dari sisi pengemudi juga kasihan jemput sampai kilometer ini itu pada bisa kerja tidak sih kalau di grab tidak jauh pengemudinya lebih baik grab efisiensi waktu dan harga juga lebih hemat grab,gojek selalu cari pengemudi jauh si padahal pengemudi sekitar banyak jadi buang buang waktu buat tunggu sisi pengemudi kasihan jemput kilometer kerja tidak sih kalau grab tidak jauh pengemudi lebih baik grab efisiensi waktu harga lebih hemat grab,1,53,False,
84611,Berkah Dalem.,berkah dalem,berkah dalem,5,2,False,
61770,Ka akun sya knp jd ga dpt promo sma skali ya.....,ka akun saya kenapa jadi tidak dapat promo sama sekali ya,ka akun jadi tidak promo sama sekali,4,11,False,
32261,mantap,mantap,mantap,5,1,False,
82200,"Gofood bagusan yang dulu langsung dapat driver, kalau sekarang selalu telat",gofood bagusan yang dulu langsung dapat pengemudi kalau sekarang selalu telat,gofood bagus dulu langsung pengemudi kalau sekarang selalu telat,2,11,False,
36291,terbaik,terbaik,terbaik,5,1,False,
78450,Aplikasi yang memudahkan banget. Aku gak perlu lagi susah susah nyari angkutan umum kalau pulang sekolah .,aplikasi yang memudahkan banget aku tidak perlu lagi susah susah mencari angkutan umum kalau pulang sekolah,aplikasi mudah banget aku tidak perlu susah susah cari angkut umum kalau pulang sekolah,5,16,False,
60056,Developernya asik,developernya asyik,developer asyik,5,2,False,
45949,Jelek,jelek,jelek,1,1,False,
28178,puas,puas,puas,5,1,False,
84464,Banyak diskon dan prima dalam pelayanan.,banyak diskon dan prima dalam pelayanan,banyak diskon prima layan,5,6,False,
579,"pada saat memesan gocar alamat tujuan salah lebih jauh (13km) jadi tarif lebih mahal, bukan nya secara otomatis memperbaiki harga saat perubahan rute tujuan (hanya 5km padahal) saat di jemput driver 😑 merugikan costumer, mau niat cancel driver gak tega, tapi tolong untuk otomatis merubah tarif setelah merubah Sampek kapok untuk sementara pake aplikasi ini edit : gak makasih, 5km untuk 167k :) saya kapok.",pada saat memesan gocar alamat tujuan salah lebih jauh kilometer jadi tarif lebih mahal bukan nya secara otomatis memperbaiki harga saat perubahan rute tujuan hanya kilometer padahal saat di jemput pengemudi kesal merugikan pelanggan mau niat batal pengemudi tidak tega tapi tolong untuk otomatis merubah tarif setelah merubah sampai kapok untuk sementara pakai aplikasi ini edit tidak terima kasih kilometer untuk k saya kapok,pesan gocar alamat tuju salah lebih jauh kilometer jadi tarif lebih mahal bukan nya otomatis baik harga ubah rute tuju kilometer padahal jemput pengemudi kesal rugi pelanggan mau niat batal pengemudi tidak tega otomatis rubah tarif rubah kapok pakai aplikasi edit tidak terima kasih kilometer k kapok,1,64,False,
30960,"saya sedang gk ada kendaraan mobil maupun motor , karna saya lagi pulang kampung , jadi sangat kesulitan untuk bepergian , padahal banyak urusan , bagaimanaaa ini ,🙏🤣",saya sedang tidak ada kendaraan mobil maupun motor karena saya lagi pulang kampung jadi sangat kesulitan untuk bepergian padahal banyak urusan bagaimana ini,sedang tidak kendara mobil maupun motor pulang kampung jadi sangat sulit pergi padahal banyak urus bagaimana,5,23,False,
64291,"Baru kali ini kecewa dengan aplikasi ini,, komplen masalah makanan yg tidak sesuai, awalnya respon dari aplikasinya cepat, tapi hasil dari komplen nya lamaaaa sekali, sudah 1 jam menunggu belum ada kejelasan dari makanan yg tidak sesuai dengan pesanan,, Alhasil saya harus beli lagi makanan lain. Saran untuk gojek, bagi toko yg tidak konfirmasi terlebih dahulu jika stocknya kosong, tolong diberi sanksi, jangan asal kirim aja,, percuma ada layanan chat toko",baru kali ini kecewa dengan aplikasi ini komplain masalah makanan yang tidak sesuai awalnya respons dari aplikasinya cepat tapi hasil dari komplain nya lama sekali sudah jam menunggu belum ada kejelasan dari makanan yang tidak sesuai dengan pesanan alhasil saya harus beli lagi makanan lain saran untuk gojek bagi toko yang tidak konfirmasi terlebih dahulu jika stocknya kosong tolong diberi sanksi jangan asal kirim aja percuma ada layanan chat toko,baru kali kecewa aplikasi komplain masalah makan tidak sesuai awal respons aplikasi cepat hasil komplain nya lama sekali jam tunggu belum jelas makan tidak sesuai pesan alhasil beli makan saran gojek toko tidak konfirmasi lebih stocknya kosong beri sanksi jangan asal kirim aja percuma layan chat toko,5,70,False,
14532,manteb,manteb,manteb,5,1,False,
17934,"kenapa kalo setiap habis ujan selalu gada yg mau pick up??? bukannnya dengan adanya gojek tujuannya mempermudah ya dan efisien , untuk harga pasti customer juga akan lebihin kok, kok gini banget ya gojek",kenapa kalau setiap habis hujan selalu tidak ada yang mau pick up bukanya dengan adanya gojek tujuannya mempermudah ya dan efisien untuk harga pasti pelanggan juga akan lebihin kok kok gini banget ya gojek,kalau habis hujan selalu tidak mau pick up buka ada gojek tuju mudah efisien harga pelanggan lebihin kok kok gin banget gojek,5,34,False,
33609,sangat membantu,sangat membantu,sangat bantu,5,2,False,
49960,Emang the best la gopay👍👍,memang the terbaik gopay bagus bagus,memang the terbaik gopay bagus bagus,5,6,False,
66599,"Tiap pagi order buat anak sekolah, tapi selalu di kasih driver yang jauhnya lebih dari 1 km, giliran order lebih cepet sambil siap-siap biar kalo dapet driver jauh bisa sambil nunggu driver nyampe malah di kasih driver yang deket & jadi bikin driver nunggu, aplikasi konyol emang, bukan utamain yang deket dulu biar lebih cepet sampe, malah mental jauh banget, jemput penumpang aja 15 menit sendiri, belum di perjalanannya",tiap pagi order buat anak sekolah tapi selalu di kasih pengemudi yang jauhnya lebih dari kilometer giliran order lebih cepat sambil siap siap biar kalau dapat pengemudi jauh bisa sambil menunggu pengemudi sampai malah di kasih pengemudi yang dekat jadi bikin pengemudi menunggu aplikasi konyol memang bukan utamain yang dekat dulu biar lebih cepat sampai malah mental jauh banget jemput penumpang aja menit sendiri belum di perjalanannya,tiap pagi order buat anak sekolah selalu kasih pengemudi jauh lebih kilometer gilir order lebih cepat siap siap biar kalau pengemudi jauh tunggu pengemudi malah kasih pengemudi dekat jadi bikin pengemudi tunggu aplikasi konyol memang bukan utamain dekat dulu biar lebih cepat malah mental jauh banget jemput penumpang aja menit sendiri belum jalan,1,67,False,
99090,"Biayanya coba bersaing dengan kompetitor, jika barang sama harga jauh lebih mahal, cuman manusia yang ga pakai akal aja om yang mau lebih mahal. Perlu inovasi dan riset menyeluruh kembali untuk Gojek, karna kalau begini BUMN akan hancur 1 per 1, seperti Mandala Air...",biayanya coba bersaing dengan kompetitor jika barang sama harga jauh lebih mahal cuman manusia yang tidak pakai akal aja om yang mau lebih mahal perlu inovasi dan riset menyeluruh kembali untuk gojek karena kalau begini bumn akan hancur per seperti mandala air,biaya coba saing kompetitor barang sama harga jauh lebih mahal cuman manusia tidak pakai akal aja om mau lebih mahal perlu inovasi riset seluruh gojek kalau begini bumn hancur per mandala air,1,42,False,
34452,pelayanan memuaskan,pelayanan memuaskan,layan puas,5,2,False,
34081,aplikasi semaunya sendiri,aplikasi semaunya sendiri,aplikasi semaunya sendiri,1,3,False,
63588,😍😍😍,suka suka suka,suka suka suka,5,3,False,
4294,"luarbiasa sameday dishopee ya parah melebihi sameday jkrta bandung kmrn saya kirim dr jkrta ,ini td siang saya beli BRG dishopee kirim dr jam 2,17 blm smpai juga hubungi chat shopee ga bisa bantu dan parahnya ga jelas 23 menit pengantaran dr sore td ga bergerak JD gatau kapan dianter ,buruk sekali samedaynya gojek ya ,maunya instan biasa TPI layanan toko tidak menyediakan Tidka rekomen ya pke layanan ini pdhal byr ongkos dishopee bukan gratis !",luarbiasa sameday dishopee ya parah melebihi sameday jakarta bandung kemarin saya kirim dari jakarta ini tadi siang saya beli barang dishopee kirim dari jam belum sampai juga hubungi chat shopee tidak bisa bantu dan parahnya tidak jelas menit pengantaran dari sore tadi tidak bergerak jadi tidak tahu kapan dianter buruk sekali samedaynya gojek ya maunya instan biasa tapi layanan toko tidak menyediakan tidak rekomen ya pakai layanan ini padahal bayar ongkos dishopee bukan gratis,luarbiasa sameday dishopee parah lebih sameday jakarta bandung kemarin kirim jakarta tadi siang beli barang dishopee kirim jam belum hubung chat shopee tidak bantu parah tidak jelas menit antar sore tadi tidak gerak jadi tidak tahu kapan anter buruk sekali samedaynya gojek mau instan biasa layan toko tidak sedia tidak rekomen pakai layan padahal bayar ongkos dishopee bukan gratis,1,74,False,
69103,Pelayanan nya sangat baik Pelayanan nya sangat baik dan memuas kan,pelayanan nya sangat baik pelayanan nya sangat baik dan memuas kan,layan nya sangat baik layan nya sangat baik muas kan,5,11,False,
86412,"Tolong jangan kayak isrewel setiap akhir bulan spam iklan di hp orang, mau disumpai cepet bangkrut",tolong jangan kayak isrewel setiap akhir bulan spam iklan di ponsel orang mau disumpai cepat bangkrut,jangan kayak isrewel akhir bulan spam iklan ponsel orang mau disumpai cepat bangkrut,1,16,False,
99477,"Harga bersahabat, pelayanan ramah, aman dan nyaman itu utk ojolnya. Punya banyak menu seperi gopay pinjam, gopay later. Gopay pinjam saya diksh limit, bgitu diajukan tidak bisa ditarik dan hebatnya 1th kmudian baru bisa dipakai, hello... ga usah pnya menu pinjam kalo ga mao ksh pinjam. Aneh kan. Jadi saya turunin bintangnya yah..",harga bersahabat pelayanan ramah aman dan nyaman itu untuk ojek onlinenya punya banyak menu seperi gopay pinjam gopay later gopay pinjam saya dikasih limit begitu diajukan tidak bisa ditarik dan hebatnya tahun kemudian baru bisa dipakai hello tidak usah punya menu pinjam kalau tidak mau kasih pinjam aneh kan jadi saya turunin bintangnya ya,harga sahabat layan ramah aman nyaman ojek onlinenya punya banyak menu per gopay pinjam gopay later gopay pinjam kasih limit aju tidak tarik hebat tahun kemudian baru pakai hello tidak usah punya menu pinjam kalau tidak mau kasih pinjam aneh kan jadi turunin bintang,3,54,False,
53930,Sangat membantu ketika dibutuhkan kapanpun,sangat membantu ketika dibutuhkan kapanpun,sangat bantu butuh kapan,5,5,False,
87071,Saya di Cikarang. Pesannya di Sidoarjo. Jadi kasian kan drivernya,saya di cikarang pesannya di sidoarjo jadi kasihan kan pengemudinya,cikarang pesan sidoarjo jadi kasihan kan pengemudi,1,10,False,
65084,Very Good...👍👍👍,sangat bagus bagus bagus bagus,sangat bagus bagus bagus bagus,5,5,False,
30713,👍👍👍👍,bagus bagus bagus bagus,bagus bagus bagus bagus,5,4,False,
49183,Aplikasi bagus membantu tetapi terlalu lama menunggu,aplikasi bagus membantu tetapi terlalu lama menunggu,aplikasi bagus bantu terlalu lama tunggu,4,7,False,
57235,😎,keren,keren,5,1,False,
15664,wow,wow,wow,5,1,False,
19967,"aplikasi lemot , banyak gangguan",aplikasi lemot banyak gangguan,aplikasi lemot banyak ganggu,1,4,False,
91913,"Apa gopay bisa dibuat premium,dr mn cara, setahu kita apk DANA yg bisa dibuat premium dgn cara verifikasi data kita",apa gopay bisa dibuat premium dari mana cara setahu kita aplikasi dana yang bisa dibuat premium dengan cara verifikasi data kita,apa gopay buat premium mana cara tahu aplikasi dana buat premium cara verifikasi data,1,21,False,
91958,Mantap dan sangat membantu.,mantap dan sangat membantu,mantap sangat bantu,5,4,False,
81347,download bukti agak susah,unduh bukti agak susah,unduh bukti susah,3,4,False,
55326,Menyenangkan,menyenangkan,senang,5,1,False,
29858,ok,oke,oke,5,1,False,
71223,Good,bagus,bagus,4,1,False,
